x1,x2,x3,x4,x5,x6
1.0,1,"[0, 0]",1,2,3
1.0,1,"[0, 0]",2,1,4
1.0,2,"[0, 0]",1,1,1
1.0,2,"[0, 0]",1,1,7
1.0,2,"[0, 2]",1,1,1
1.0,2,"[0, 2]",1,1,8
1.0,2,"[0, 2]",1,1,1
1.0,2,"[0, 2]",1,1,7
1.0,2,"[0, 0]",1,1,1
1.0,2,"[0, 0]",1,1,8
1.0,2,"[0, 1]",1,1,1
1.0,2,"[0, 1]",1,1,7
1.0,2,"[0, 1]",1,1,1
1.0,2,"[0, 1]",1,1,8
1.0,1,"[0, 0]",1,2,18
1.0,2,"[0, 0]",1,1,20
1.0,2,"[0, 2]",1,1,21
1.0,2,"[0, 2]",1,1,20
1.0,2,"[0, 0]",1,1,21
1.0,2,"[0, 1]",1,1,20
1.0,2,"[0, 1]",1,1,21
1.0,1,"[0, 0]",2,1,23
1.0,2,"[0, 0]",1,1,25
1.0,2,"[0, 2]",1,1,25
1.0,2,"[0, 2]",1,1,26
1.0,2,"[0, 2]",1,1,25
1.0,2,"[0, 0]",1,1,25
1.0,2,"[0, 0]",1,1,26
1.0,2,"[0, 1]",1,1,25
1.0,2,"[0, 1]",1,1,25
1.0,2,"[0, 1]",1,1,26
