x1,x2,x3,x4,x5,x6
1.0,1,"[0, 0]",1,2,1
1.0,1,"[0, 0]",2,3,2
1.0,1,"[0, 0]",3,4,13
1.0,1,"[0, 0]",4,5,40
1.0,1,"[0, 0]",5,6,41
1.0,1,"[0, 0]",6,6,42
1.0,2,"[0, 0]",1,1,43
1.0,1,"[0, 0]",6,5,41
1.0,2,"[0, 0]",1,1,44
1.0,1,"[0, 0]",5,4,40
1.0,1,"[0, 0]",5,6,41
1.0,1,"[0, 0]",5,6,42
1.0,1,"[0, 0]",6,5,45
1.0,2,"[0, 0]",1,1,44
1.0,2,"[0, 0]",1,1,46
1.0,2,"[0, 0]",1,1,44
1.0,2,"[0, 0]",1,1,47
1.0,1,"[0, 0]",6,4,40
1.0,1,"[0, 0]",5,5,41
1.0,1,"[0, 0]",5,6,40
1.0,2,"[0, 0]",1,1,47
1.0,2,"[0, 0]",1,1,48
1.0,1,"[0, 0]",4,3,13
1.0,1,"[0, 0]",4,5,40
1.0,1,"[0, 0]",4,5,41
1.0,1,"[0, 0]",5,6,49
1.0,2,"[0, 0]",1,1,50
1.0,1,"[0, 0]",6,4,49
1.0,2,"[0, 0]",1,1,48
1.0,2,"[0, 0]",1,1,51
1.0,2,"[0, 0]",1,1,48
1.0,2,"[0, 0]",1,1,52
1.0,1,"[0, 0]",4,6,40
1.0,1,"[0, 0]",6,5,53
1.0,2,"[0, 0]",1,1,51
1.0,2,"[0, 0]",1,1,54
1.0,2,"[0, 0]",1,1,51
1.0,2,"[0, 0]",1,1,50
1.0,1,"[0, 0]",4,6,40
1.0,1,"[0, 0]",6,5,40
1.0,1,"[0, 0]",5,4,49
1.0,1,"[0, 0]",5,3,13
1.0,1,"[0, 0]",5,6,55
1.0,2,"[0, 0]",1,1,46
1.0,2,"[0, 0]",1,1,56
1.0,2,"[0, 0]",1,1,57
1.0,1,"[0, 0]",5,5,42
1.0,2,"[0, 0]",1,1,43
1.0,1,"[0, 0]",5,6,41
1.0,2,"[0, 0]",1,1,48
1.0,2,"[0, 0]",1,1,52
1.0,1,"[0, 0]",5,4,49
1.0,1,"[0, 0]",6,5,58
1.0,2,"[0, 0]",1,1,48
1.0,1,"[0, 0]",6,3,13
1.0,1,"[0, 0]",5,4,40
1.0,1,"[0, 0]",4,6,13
1.0,2,"[0, 0]",1,1,57
1.0,1,"[0, 0]",4,5,40
1.0,1,"[0, 0]",5,6,13
1.0,1,"[0, 0]",4,4,40
1.0,1,"[0, 0]",4,5,13
1.0,2,"[0, 0]",1,1,52
1.0,1,"[0, 0]",6,5,59
1.0,2,"[0, 0]",1,1,52
1.0,2,"[0, 0]",1,1,60
1.0,2,"[0, 0]",1,1,52
1.0,2,"[0, 0]",1,1,14
1.0,1,"[0, 0]",3,1,2
1.0,1,"[0, 0]",3,4,13
1.0,1,"[0, 0]",3,4,40
1.0,1,"[0, 0]",4,5,61
1.0,2,"[0, 0]",1,1,62
1.0,1,"[0, 0]",5,3,61
