Fa,Fs,beta,dim,isDynamic,isFock,mass2,massratio,order,rs,spin,Σw,Σw.err,μ,μ.err
-0.0,-0.0,25.0,3,true,false,0.0001,1.0,102,2.0,2,-0.016491657245755756,2.76153127047672e-5,-0.020861181856553574,1.9817101393264163e-5
-0.0,-0.0,25.0,3,true,false,0.0001,1.0,111,2.0,2,-0.001840703484676158,6.700766169808674e-5,0.15185878998400132,5.105222005684398e-5
-0.0,-0.0,25.0,3,true,false,0.0001,1.0,110,2.0,2,0.032912107707883026,0.00011038542444537511,0.5550898924946819,0.00010785680016379516
-0.0,-0.0,25.0,3,true,false,0.0001,1.0,120,2.0,2,-0.4860040285646684,0.00040369870403841185,0.057297532268369006,0.00010877183223011993
-0.0,-0.0,25.0,3,true,false,0.0001,1.0,200,2.0,2,0.03968328378701328,0.0002538111687873491,0.4685174979621725,0.00017654860630276852
-0.0,-0.0,25.0,3,true,false,0.0001,1.0,201,2.0,2,0.002973671883448858,0.0004919978855766262,0.09512899480041803,0.00013247576095660524
-0.0,-0.0,25.0,3,true,false,0.0001,1.0,210,2.0,2,-0.7596357566287334,0.0010657447853981358,0.22845441045829432,0.00048176628476024523
-0.0,-0.0,25.0,3,true,false,0.0001,1.0,101,2.0,2,-0.0016103491227718045,3.624092912381924e-5,-0.08915293422839478,5.530510161515029e-5
-0.0,-0.0,25.0,3,true,false,0.0001,1.0,300,2.0,2,-0.2911209707271259,0.0035228684718218353,0.15179928193357428,0.0018185660309748978
-0.0,-0.0,25.0,3,true,false,0.0001,1.0,100,2.0,2,0.2583307289935448,9.6624384301666e-5,0.7406430726819632,0.00014921360153107694
-0.0,-0.0,25.0,3,true,false,0.0003,1.0,102,2.0,2,-0.017836317695764943,3.743918273762947e-6,-0.02084228666073882,2.8977691421970026e-6
-0.0,-0.0,25.0,3,true,false,0.0003,1.0,111,2.0,2,-0.001897486179825701,1.2944727327053457e-5,0.14963238145095606,1.0260485849824456e-5
-0.0,-0.0,25.0,3,true,false,0.0003,1.0,110,2.0,2,0.03289918917230898,2.7444796981326844e-5,0.5506925086375561,2.4275118023768246e-5
-0.0,-0.0,25.0,3,true,false,0.0003,1.0,120,2.0,2,-0.4428184897314762,0.0001737328924552613,0.057601865572839424,4.469532597510559e-5
-0.0,-0.0,25.0,3,true,false,0.0003,1.0,200,2.0,2,0.04021467001558543,0.00011110680454626176,0.46129209831148615,7.261209257302362e-5
-0.0,-0.0,25.0,3,true,false,0.0003,1.0,201,2.0,2,0.005694089738133101,0.00018054697172135224,0.09265843953121222,5.5071968382184074e-5
-0.0,-0.0,25.0,3,true,false,0.0003,1.0,210,2.0,2,-0.6853139926131723,0.0010613997312211509,0.2270423591565481,0.0004227670556744838
-0.0,-0.0,25.0,3,true,false,0.0003,1.0,101,2.0,2,-0.0036247887213839082,6.826894180453706e-6,-0.08908640369686446,1.0088318032377886e-5
-0.0,-0.0,25.0,3,true,false,0.0003,1.0,300,2.0,2,-0.2624637703749097,0.0036211402664180856,0.14899370821818686,0.0018382700470749582
-0.0,-0.0,25.0,3,true,false,0.0003,1.0,100,2.0,2,0.25417979725324796,2.357306164552819e-5,0.7328466732416825,3.469411174257232e-5
-0.0,-0.0,25.0,3,true,false,0.001,1.0,102,2.0,2,-0.02028274761593023,3.503815789777475e-6,-0.020784453081850354,2.851050403635289e-6
-0.0,-0.0,25.0,3,true,false,0.001,1.0,111,2.0,2,-0.0021321238984767553,1.186276245605209e-5,0.14549301408607326,9.630426180703493e-6
-0.0,-0.0,25.0,3,true,false,0.001,1.0,110,2.0,2,0.03268173903584459,2.5558265145336942e-5,0.5429341495109636,2.3293733404066226e-5
-0.0,-0.0,25.0,3,true,false,0.001,1.0,120,2.0,2,-0.37248024821377784,0.00016015823845047755,0.057333840704377866,4.327971924286946e-5
-0.0,-0.0,25.0,3,true,false,0.001,1.0,200,2.0,2,0.041497225767380644,9.327101628342239e-5,0.4480258946639328,6.379896244543132e-5
-0.0,-0.0,25.0,3,true,false,0.001,1.0,201,2.0,2,0.009970774361823894,0.00011383802522112401,0.08837893431188913,4.06889041157512e-5
-0.0,-0.0,25.0,3,true,false,0.001,1.0,210,2.0,2,-0.56728017602615,0.000843100524514211,0.22515732382455417,0.0003338458375971596
-0.0,-0.0,25.0,3,true,false,0.001,1.0,101,2.0,2,-0.0073059364926800026,6.395750619137157e-6,-0.08897104221008113,9.735081319531472e-6
-0.0,-0.0,25.0,3,true,false,0.001,1.0,300,2.0,2,-0.21940961022171226,0.002078346347102035,0.14855517365340518,0.0010199876327384048
-0.0,-0.0,25.0,3,true,false,0.001,1.0,100,2.0,2,0.2464884440346356,2.2351419209629815e-5,0.719000871958012,3.3060100989510854e-5
-0.0,-0.0,25.0,3,true,false,0.003,1.0,102,2.0,2,-0.02358383494512154,3.203235605240348e-6,-0.020640898796303455,2.725625449936565e-6
-0.0,-0.0,25.0,3,true,false,0.003,1.0,111,2.0,2,-0.0025902699425932514,1.0411859572075665e-5,0.13912706867827807,8.6410457409253e-6
-0.0,-0.0,25.0,3,true,false,0.003,1.0,110,2.0,2,0.03214826320257212,2.302947100838266e-5,0.5306990562579658,2.215833527690642e-5
-0.0,-0.0,25.0,3,true,false,0.003,1.0,120,2.0,2,-0.2881345321986915,0.00014319321690486924,0.05717114057215482,4.205863394891166e-5
-0.0,-0.0,25.0,3,true,false,0.003,1.0,200,2.0,2,0.04284689562410939,7.61167781752724e-5,0.4274248144402196,5.518951432011441e-5
-0.0,-0.0,25.0,3,true,false,0.003,1.0,201,2.0,2,0.015274016791217317,7.626295469863496e-5,0.08161721165772089,3.14555156824708e-5
-0.0,-0.0,25.0,3,true,false,0.003,1.0,210,2.0,2,-0.4251186109330266,0.0006394000996462629,0.22176059063310316,0.0002560077940291758
-0.0,-0.0,25.0,3,true,false,0.003,1.0,101,2.0,2,-0.01261409625395113,5.8002645626327465e-6,-0.08869952931410892,9.62263769406883e-6
-0.0,-0.0,25.0,3,true,false,0.003,1.0,300,2.0,2,-0.1615676980962553,0.0012291563406959737,0.14089532144166408,0.0006165658291934405
-0.0,-0.0,25.0,3,true,false,0.003,1.0,100,2.0,2,0.23467207871035925,2.08007102988881e-5,0.6972031342184917,3.15344742744284e-5
